Time,AvatarA,AvatarB,Distance,nCrosses,n_shadow1,n_shadow2,n_stat1,n_stat2,clickA,clickB
0.04,72,1217,-1145,0,0,0,0,0,0.0,0.0
0.08,76,1215,-1139,0,0,0,0,0,0.0,0.0
0.12,80,1213,-1133,0,0,0,0,0,0.0,0.0
0.16,84,1213,-1129,0,0,0,0,0,0.0,0.0
0.2,88,1215,-1127,0,0,0,0,0,0.0,0.0
0.24,92,1218,-1126,0,0,0,0,0,0.0,0.0
0.28,96,1221,-1125,0,0,0,0,0,0.0,0.0
0.32,100,1224,-1124,0,0,0,0,0,0.0,0.0
0.36,104,1227,-1123,0,0,0,0,0,0.0,0.0
0.4,108,1230,-1122,0,0,0,0,0,0.0,0.0
0.44,112,1233,-1121,0,0,0,0,0,0.0,0.0
0.48,116,1236,-1120,0,0,0,0,0,0.0,0.0
0.52,120,1239,-1119,0,0,0,0,0,0.0,0.0
0.56,124,1242,-1118,0,0,0,0,0,0.0,0.0
0.6,128,1245,-1117,0,0,0,0,0,0.0,0.0
0.64,132,1248,-1116,0,0,0,0,0,0.0,0.0
0.68,136,1251,-1115,0,0,0,0,0,0.0,0.0
0.72,140,1254,-1114,0,0,0,0,0,0.0,0.0
0.76,144,1257,-1113,0,0,0,0,0,0.0,0.0
0.8,148,1261,-1113,0,0,0,0,0,0.0,0.0
0.84,152,1265,-1113,0,0,0,0,0,0.0,0.0
0.88,155,1269,-1114,0,0,0,0,0,0.0,0.0
0.92,158,1273,-1115,0,0,0,0,0,0.0,0.0
0.96,161,1277,-1116,0,0,0,0,0,0.0,0.0
1.0,164,1281,-1117,0,0,0,0,0,0.0,0.0
1.04,166,1285,-1119,0,0,0,0,0,0.0,0.0
1.08,166,1289,-1123,0,0,0,0,0,0.0,0.0
1.12,165,1293,-1128,0,0,0,0,0,0.0,0.0
1.16,164,1297,-1133,0,0,0,0,0,0.0,0.0
1.2,162,1301,-1139,0,0,0,0,0,0.0,0.0
1.24,160,1304,-1144,0,0,0,0,0,0.0,0.0
1.28,158,1307,-1149,0,0,0,0,0,0.0,0.0
1.32,156,1310,-1154,0,0,0,0,0,0.0,0.0
1.36,154,1314,-1160,0,0,0,0,0,0.0,0.0
1.4,152,1317,-1165,0,0,0,0,0,0.0,0.0
1.44,149,1320,-1171,0,0,0,0,0,0.0,0.0
1.48,146,1319,-1173,0,0,0,0,0,0.0,0.0
1.52,143,1318,-1175,0,0,0,0,0,0.0,0.0
1.56,140,1316,-1176,0,0,0,0,0,0.0,0.0
1.6,137,1314,-1177,0,0,0,0,0,0.0,0.0
1.64,134,1312,-1178,0,0,0,0,0,0.0,0.0
1.68,131,1310,-1179,0,0,0,0,0,0.0,0.0
1.72,128,1308,-1180,0,0,0,0,0,0.0,0.0
1.76,125,1306,-1181,0,0,0,0,0,0.0,0.0
1.8,122,1303,-1181,0,0,0,0,0,0.0,0.0
1.84,119,1300,-1181,0,0,0,0,0,0.0,0.0
1.88,116,1297,-1181,0,0,0,0,0,0.0,0.0
1.92,113,1294,-1181,0,0,0,0,0,0.0,0.0
1.96,110,1291,-1181,0,0,0,0,0,0.0,0.0
2.0,107,1288,-1181,0,0,0,0,0,0.0,0.0
2.04,104,1285,-1181,0,0,0,0,0,0.0,0.0
2.08,101,1282,-1181,0,0,0,0,0,0.0,0.0
2.12,98,1279,-1181,0,0,0,0,0,0.0,0.0
2.16,95,1276,-1181,0,0,0,0,0,0.0,0.0
2.2,93,1273,-1180,0,0,0,0,0,0.0,0.0
2.24,93,1270,-1177,0,0,0,0,0,0.0,0.0
2.28,94,1267,-1173,0,0,0,0,0,0.0,0.0
2.32,96,1264,-1168,0,0,0,0,0,0.0,0.0
2.36,98,1261,-1163,0,0,0,0,0,0.0,0.0
2.4,101,1258,-1157,0,0,0,0,0,0.0,0.0
2.44,104,1255,-1151,0,0,0,0,0,0.0,0.0
2.48,107,1252,-1145,0,0,0,0,0,0.0,0.0
2.52,111,1249,-1138,0,0,0,0,0,0.0,0.0
2.56,115,1246,-1131,0,0,0,0,0,0.0,0.0
2.6,119,1243,-1124,0,0,0,0,0,0.0,0.0
2.64,123,1240,-1117,0,0,0,0,0,0.0,0.0
2.68,127,1237,-1110,0,0,0,0,0,0.0,0.0
2.72,131,1234,-1103,0,0,0,0,0,0.0,0.0
2.76,135,1231,-1096,0,0,0,0,0,0.0,0.0
2.8,139,1228,-1089,0,0,0,0,0,0.0,0.0
2.84,143,1225,-1082,0,0,0,0,0,0.0,0.0
2.88,147,1222,-1075,0,0,0,0,0,0.0,0.0
2.92,151,1219,-1068,0,0,0,0,0,0.0,0.0
2.96,155,1216,-1061,0,0,0,0,0,0.0,0.0
3.0,159,1213,-1054,0,0,0,0,0,0.0,0.0
3.04,163,1210,-1047,0,0,0,0,0,0.0,0.0
3.08,167,1207,-1040,0,0,0,0,0,0.0,0.0
3.12,171,1204,-1033,0,0,0,0,0,0.0,0.0
3.16,175,1201,-1026,0,0,0,0,0,0.0,0.0
3.2,179,1198,-1019,0,0,0,0,0,0.0,0.0
3.24,183,1195,-1012,0,0,0,0,0,0.0,0.0
3.28,187,1192,-1005,0,0,0,0,0,0.0,0.0
3.32,191,1189,-998,0,0,0,0,0,0.0,0.0
3.36,195,1186,-991,0,0,0,0,0,0.0,0.0
3.4,199,1183,-984,0,0,0,0,0,0.0,0.0
3.44,203,1180,-977,0,0,0,0,0,0.0,0.0
3.48,207,1177,-970,0,0,0,0,0,0.0,0.0
3.52,211,1174,-963,0,0,0,0,0,0.0,0.0
3.56,215,1171,-956,0,0,0,0,0,0.0,0.0
3.6,219,1168,-949,0,0,0,0,0,0.0,0.0
